,Cancer Sites,Age Group Code,Sex,Race,Year,Count,Population,Rate
3104,"Urinary Bladder, invasive and in situ",60-64,Female,Black or African American,2011.0,16.0,65348.0,24.5
3105,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,1999.0,25.0,35939.0,69.6
3106,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2001.0,22.0,37322.0,58.9
3107,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2002.0,16.0,37958.0,42.2
3108,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2003.0,16.0,38768.0,41.3
3109,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2005.0,17.0,40609.0,41.9
3110,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2006.0,23.0,41311.0,55.7
3111,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2007.0,28.0,43615.0,64.2
3112,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2008.0,23.0,46646.0,49.3
3113,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2009.0,28.0,49515.0,56.5
3114,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2010.0,20.0,53720.0,37.2
3115,"Urinary Bladder, invasive and in situ",60-64,Male,Black or African American,2011.0,31.0,56934.0,54.4
3116,"Urinary Bladder, invasive and in situ",65-69,Female,Black or African American,2006.0,16.0,39127.0,40.9
3117,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,1999.0,16.0,27818.0,57.5
3118,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2000.0,22.0,28137.0,78.2
3119,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2001.0,22.0,29423.0,74.8
3120,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2002.0,23.0,30583.0,75.2
3121,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2003.0,31.0,31540.0,98.3
3122,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2004.0,23.0,32243.0,71.3
3123,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2005.0,26.0,32517.0,80.0
3124,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2006.0,22.0,32361.0,68.0
3125,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2007.0,42.0,32754.0,128.2
3126,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2008.0,30.0,33272.0,90.2
3127,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2009.0,27.0,34521.0,78.2
3128,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2010.0,24.0,35557.0,67.5
3129,"Urinary Bladder, invasive and in situ",65-69,Male,Black or African American,2011.0,24.0,36577.0,65.6
3130,"Urinary Bladder, invasive and in situ",70-74,Female,Black or African American,2011.0,16.0,34729.0,46.1
3131,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,1999.0,22.0,19942.0,110.3
3132,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2000.0,26.0,20292.0,128.1
3133,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2001.0,19.0,20785.0,91.4
3134,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2002.0,18.0,21362.0,84.3
3135,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2003.0,30.0,22146.0,135.5
3136,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2004.0,28.0,22928.0,122.1
3137,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2005.0,26.0,23905.0,108.8
3138,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2006.0,25.0,24706.0,101.2
3139,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2007.0,27.0,25493.0,105.9
3140,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2008.0,29.0,26056.0,111.3
3141,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2009.0,26.0,26768.0,97.1
3142,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2010.0,27.0,27199.0,99.3
3143,"Urinary Bladder, invasive and in situ",70-74,Male,Black or African American,2011.0,34.0,27524.0,123.5
3144,"Urinary Bladder, invasive and in situ",75-79,Female,Black or African American,2011.0,17.0,25779.0,65.9
3145,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,1999.0,18.0,14739.0,122.1
3146,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2000.0,16.0,15053.0,106.3
3147,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2001.0,21.0,15208.0,138.1
3148,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2002.0,27.0,15283.0,176.7
3149,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2003.0,33.0,15399.0,214.3
3150,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2004.0,19.0,15283.0,124.3
3151,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2005.0,29.0,15616.0,185.7
3152,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2006.0,21.0,15804.0,132.9
3153,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2007.0,21.0,16079.0,130.6
3154,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2008.0,29.0,16694.0,173.7
3155,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2009.0,20.0,17322.0,115.5
3156,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2010.0,29.0,18076.0,160.4
3157,"Urinary Bladder, invasive and in situ",75-79,Male,Black or African American,2011.0,22.0,19116.0,115.1
3158,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2001.0,19.0,8628.0,220.2
3159,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2002.0,16.0,8976.0,178.3
3160,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2003.0,18.0,9341.0,192.7
3161,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2004.0,18.0,9588.0,187.7
3162,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2005.0,28.0,9767.0,286.7
3163,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2006.0,16.0,9766.0,163.8
3164,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2007.0,21.0,9999.0,210.0
3165,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2009.0,17.0,10106.0,168.2
3166,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2010.0,26.0,10515.0,247.3
3167,"Urinary Bladder, invasive and in situ",80-84,Male,Black or African American,2011.0,16.0,10859.0,147.3
3168,"Urinary Bladder, invasive and in situ",85+,Female,Black or African American,2008.0,20.0,16894.0,118.4
3169,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2004.0,16.0,5921.0,270.2
3170,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2006.0,16.0,6641.0,240.9
3171,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2007.0,18.0,7043.0,255.6
3172,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2008.0,23.0,7474.0,307.7
3173,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2010.0,20.0,8478.0,235.9
3174,"Urinary Bladder, invasive and in situ",85+,Male,Black or African American,2011.0,20.0,8883.0,225.1
3175,Kidney and Renal Pelvis,40-44,Male,Black or African American,2011.0,16.0,92124.0,17.4
3176,Kidney and Renal Pelvis,45-49,Female,Black or African American,2010.0,16.0,100574.0,15.9
3177,Kidney and Renal Pelvis,45-49,Male,Black or African American,2002.0,18.0,85189.0,21.1
3178,Kidney and Renal Pelvis,45-49,Male,Black or African American,2003.0,20.0,88866.0,22.5
3179,Kidney and Renal Pelvis,45-49,Male,Black or African American,2004.0,17.0,91336.0,18.6
3180,Kidney and Renal Pelvis,45-49,Male,Black or African American,2005.0,17.0,94235.0,18.0
3181,Kidney and Renal Pelvis,45-49,Male,Black or African American,2008.0,21.0,98553.0,21.3
3182,Kidney and Renal Pelvis,45-49,Male,Black or African American,2009.0,17.0,99324.0,17.1
3183,Kidney and Renal Pelvis,45-49,Male,Black or African American,2010.0,23.0,98858.0,23.3
3184,Kidney and Renal Pelvis,45-49,Male,Black or African American,2011.0,21.0,96830.0,21.7
3185,Kidney and Renal Pelvis,50-54,Female,Black or African American,2010.0,19.0,95288.0,19.9
3186,Kidney and Renal Pelvis,50-54,Male,Black or African American,1999.0,17.0,57998.0,29.3
3187,Kidney and Renal Pelvis,50-54,Male,Black or African American,2000.0,16.0,62253.0,25.7
3188,Kidney and Renal Pelvis,50-54,Male,Black or African American,2001.0,17.0,66731.0,25.5
3189,Kidney and Renal Pelvis,50-54,Male,Black or African American,2003.0,28.0,71025.0,39.4
3190,Kidney and Renal Pelvis,50-54,Male,Black or African American,2004.0,21.0,73700.0,28.5
3191,Kidney and Renal Pelvis,50-54,Male,Black or African American,2005.0,31.0,76368.0,40.6
3192,Kidney and Renal Pelvis,50-54,Male,Black or African American,2006.0,18.0,79254.0,22.7
3193,Kidney and Renal Pelvis,50-54,Male,Black or African American,2007.0,26.0,82841.0,31.4
3194,Kidney and Renal Pelvis,50-54,Male,Black or African American,2008.0,33.0,86698.0,38.1
3195,Kidney and Renal Pelvis,50-54,Male,Black or African American,2009.0,34.0,89649.0,37.9
3196,Kidney and Renal Pelvis,50-54,Male,Black or African American,2010.0,38.0,92770.0,41.0
3197,Kidney and Renal Pelvis,50-54,Male,Black or African American,2011.0,33.0,94303.0,35.0
3198,Kidney and Renal Pelvis,55-59,Female,Black or African American,2006.0,16.0,70330.0,22.7
3199,Kidney and Renal Pelvis,55-59,Female,Black or African American,2007.0,20.0,71222.0,28.1
3200,Kidney and Renal Pelvis,55-59,Female,Black or African American,2008.0,16.0,73236.0,21.8
3201,Kidney and Renal Pelvis,55-59,Female,Black or African American,2009.0,16.0,74956.0,21.3
3202,Kidney and Renal Pelvis,55-59,Female,Black or African American,2010.0,18.0,77452.0,23.2
3203,Kidney and Renal Pelvis,55-59,Female,Black or African American,2011.0,17.0,79898.0,21.3
3204,Kidney and Renal Pelvis,55-59,Male,Black or African American,2001.0,20.0,45596.0,43.9
3205,Kidney and Renal Pelvis,55-59,Male,Black or African American,2002.0,24.0,48449.0,49.5
3206,Kidney and Renal Pelvis,55-59,Male,Black or African American,2003.0,26.0,51786.0,50.2
3207,Kidney and Renal Pelvis,55-59,Male,Black or African American,2004.0,31.0,54861.0,56.5
3208,Kidney and Renal Pelvis,55-59,Male,Black or African American,2005.0,40.0,58982.0,67.8
3209,Kidney and Renal Pelvis,55-59,Male,Black or African American,2006.0,31.0,62903.0,49.3
3210,Kidney and Renal Pelvis,55-59,Male,Black or African American,2007.0,25.0,64675.0,38.7
3211,Kidney and Renal Pelvis,55-59,Male,Black or African American,2008.0,37.0,66449.0,55.7
3212,Kidney and Renal Pelvis,55-59,Male,Black or African American,2009.0,49.0,69231.0,70.8
3213,Kidney and Renal Pelvis,55-59,Male,Black or African American,2010.0,43.0,72115.0,59.6
3214,Kidney and Renal Pelvis,55-59,Male,Black or African American,2011.0,41.0,74881.0,54.8
3215,Kidney and Renal Pelvis,60-64,Female,Black or African American,2007.0,19.0,51292.0,37.0
3216,Kidney and Renal Pelvis,60-64,Female,Black or African American,2008.0,20.0,53765.0,37.2
3217,Kidney and Renal Pelvis,60-64,Female,Black or African American,2009.0,19.0,57271.0,33.2
3218,Kidney and Renal Pelvis,60-64,Female,Black or African American,2010.0,18.0,61534.0,29.3
3219,Kidney and Renal Pelvis,60-64,Female,Black or African American,2011.0,31.0,65348.0,47.4
3220,Kidney and Renal Pelvis,60-64,Male,Black or African American,1999.0,20.0,35939.0,55.6
3221,Kidney and Renal Pelvis,60-64,Male,Black or African American,2000.0,21.0,36897.0,56.9
3222,Kidney and Renal Pelvis,60-64,Male,Black or African American,2001.0,17.0,37322.0,45.5
3223,Kidney and Renal Pelvis,60-64,Male,Black or African American,2002.0,33.0,37958.0,86.9
3224,Kidney and Renal Pelvis,60-64,Male,Black or African American,2003.0,20.0,38768.0,51.6
3225,Kidney and Renal Pelvis,60-64,Male,Black or African American,2004.0,27.0,39941.0,67.6
3226,Kidney and Renal Pelvis,60-64,Male,Black or African American,2005.0,26.0,40609.0,64.0
3227,Kidney and Renal Pelvis,60-64,Male,Black or African American,2006.0,35.0,41311.0,84.7
3228,Kidney and Renal Pelvis,60-64,Male,Black or African American,2007.0,22.0,43615.0,50.4
3229,Kidney and Renal Pelvis,60-64,Male,Black or African American,2008.0,43.0,46646.0,92.2
3230,Kidney and Renal Pelvis,60-64,Male,Black or African American,2009.0,39.0,49515.0,78.8
3231,Kidney and Renal Pelvis,60-64,Male,Black or African American,2010.0,46.0,53720.0,85.6
3232,Kidney and Renal Pelvis,60-64,Male,Black or African American,2011.0,40.0,56934.0,70.3
3233,Kidney and Renal Pelvis,65-69,Female,Black or African American,2004.0,20.0,37806.0,52.9
3234,Kidney and Renal Pelvis,65-69,Female,Black or African American,2005.0,18.0,38641.0,46.6
3235,Kidney and Renal Pelvis,65-69,Female,Black or African American,2008.0,16.0,41360.0,38.7
3236,Kidney and Renal Pelvis,65-69,Female,Black or African American,2009.0,25.0,42798.0,58.4
3237,Kidney and Renal Pelvis,65-69,Female,Black or African American,2010.0,25.0,43933.0,56.9
3238,Kidney and Renal Pelvis,65-69,Female,Black or African American,2011.0,19.0,44844.0,42.4
3239,Kidney and Renal Pelvis,65-69,Male,Black or African American,1999.0,20.0,27818.0,71.9
3240,Kidney and Renal Pelvis,65-69,Male,Black or African American,2001.0,23.0,29423.0,78.2
3241,Kidney and Renal Pelvis,65-69,Male,Black or African American,2002.0,19.0,30583.0,62.1
3242,Kidney and Renal Pelvis,65-69,Male,Black or African American,2003.0,21.0,31540.0,66.6
3243,Kidney and Renal Pelvis,65-69,Male,Black or African American,2004.0,27.0,32243.0,83.7
3244,Kidney and Renal Pelvis,65-69,Male,Black or African American,2005.0,41.0,32517.0,126.1
3245,Kidney and Renal Pelvis,65-69,Male,Black or African American,2006.0,33.0,32361.0,102.0
3246,Kidney and Renal Pelvis,65-69,Male,Black or African American,2007.0,47.0,32754.0,143.5
3247,Kidney and Renal Pelvis,65-69,Male,Black or African American,2008.0,28.0,33272.0,84.2
3248,Kidney and Renal Pelvis,65-69,Male,Black or African American,2009.0,35.0,34521.0,101.4
3249,Kidney and Renal Pelvis,65-69,Male,Black or African American,2010.0,37.0,35557.0,104.1
3250,Kidney and Renal Pelvis,65-69,Male,Black or African American,2011.0,31.0,36577.0,84.8
3251,Kidney and Renal Pelvis,70-74,Female,Black or African American,2002.0,18.0,28183.0,63.9
3252,Kidney and Renal Pelvis,70-74,Female,Black or African American,2007.0,18.0,31388.0,57.3
3253,Kidney and Renal Pelvis,70-74,Female,Black or African American,2008.0,23.0,32092.0,71.7
3254,Kidney and Renal Pelvis,70-74,Female,Black or African American,2009.0,32.0,32976.0,97.0
3255,Kidney and Renal Pelvis,70-74,Female,Black or African American,2010.0,17.0,33768.0,50.3
3256,Kidney and Renal Pelvis,70-74,Female,Black or African American,2011.0,23.0,34729.0,66.2
3257,Kidney and Renal Pelvis,70-74,Male,Black or African American,2001.0,16.0,20785.0,77.0
3258,Kidney and Renal Pelvis,70-74,Male,Black or African American,2003.0,17.0,22146.0,76.8
3259,Kidney and Renal Pelvis,70-74,Male,Black or African American,2004.0,16.0,22928.0,69.8
3260,Kidney and Renal Pelvis,70-74,Male,Black or African American,2005.0,20.0,23905.0,83.7
3261,Kidney and Renal Pelvis,70-74,Male,Black or African American,2006.0,23.0,24706.0,93.1
3262,Kidney and Renal Pelvis,70-74,Male,Black or African American,2007.0,26.0,25493.0,102.0
3263,Kidney and Renal Pelvis,70-74,Male,Black or African American,2008.0,27.0,26056.0,103.6
3264,Kidney and Renal Pelvis,70-74,Male,Black or African American,2009.0,25.0,26768.0,93.4
3265,Kidney and Renal Pelvis,70-74,Male,Black or African American,2010.0,25.0,27199.0,91.9
3266,Kidney and Renal Pelvis,70-74,Male,Black or African American,2011.0,31.0,27524.0,112.6
3267,Kidney and Renal Pelvis,75-79,Female,Black or African American,2004.0,17.0,23187.0,73.3
3268,Kidney and Renal Pelvis,75-79,Male,Black or African American,2004.0,18.0,15283.0,117.8
3269,Kidney and Renal Pelvis,75-79,Male,Black or African American,2007.0,17.0,16079.0,105.7
3270,Kidney and Renal Pelvis,75-79,Male,Black or African American,2009.0,17.0,17322.0,98.1
3271,Kidney and Renal Pelvis,75-79,Male,Black or African American,2011.0,17.0,19116.0,88.9
3272,Kidney and Renal Pelvis,80-84,Female,Black or African American,2011.0,18.0,18108.0,99.4
