,Leading Cancer Sites,Leading Cancer Sites Code,Age Group Code,Sex,Race,Year,Count,Population,Rate
4770,Oral Cavity and Pharynx,20010-20100,35-39,Male,Black or African American,2010.0,39.0,1305322.0,3.0
4771,Oral Cavity and Pharynx,20010-20100,35-39,Male,Black or African American,2011.0,39.0,1271897.0,3.1
4772,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,1999.0,58.0,1255835.0,4.6
4773,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2000.0,61.0,1338013.0,4.6
4774,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2001.0,69.0,1295670.0,5.3
4775,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2002.0,56.0,1365303.0,4.1
4776,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2003.0,72.0,1517296.0,4.7
4777,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2004.0,55.0,1572854.0,3.5
4778,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2005.0,72.0,1568003.0,4.6
4779,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2006.0,83.0,1563778.0,5.3
4780,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2007.0,67.0,1543918.0,4.3
4781,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2008.0,48.0,1521526.0,3.2
4782,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2009.0,51.0,1492077.0,3.4
4783,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2010.0,51.0,1484927.0,3.4
4784,Oral Cavity and Pharynx,20010-20100,40-44,Female,Black or African American,2011.0,54.0,1486998.0,3.6
4785,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,1999.0,123.0,1108840.0,11.1
4786,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2000.0,122.0,1186753.0,10.3
4787,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2001.0,105.0,1152245.0,9.1
4788,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2002.0,105.0,1212272.0,8.7
4789,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2003.0,133.0,1340692.0,9.9
4790,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2004.0,123.0,1388885.0,8.9
4791,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2005.0,128.0,1385821.0,9.2
4792,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2006.0,117.0,1387611.0,8.4
4793,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2007.0,109.0,1371378.0,7.9
4794,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2008.0,106.0,1355115.0,7.8
4795,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2009.0,118.0,1333435.0,8.8
4796,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2010.0,92.0,1329820.0,6.9
4797,Oral Cavity and Pharynx,20010-20100,40-44,Male,Black or African American,2011.0,90.0,1324847.0,6.8
4798,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,1999.0,91.0,1052666.0,8.6
4799,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2000.0,74.0,1136839.0,6.5
4800,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2001.0,81.0,1112056.0,7.3
4801,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2002.0,91.0,1204386.0,7.6
4802,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2003.0,96.0,1373900.0,7.0
4803,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2004.0,115.0,1450410.0,7.9
4804,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2005.0,99.0,1487844.0,6.7
4805,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2006.0,109.0,1520017.0,7.2
4806,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2007.0,121.0,1535320.0,7.9
4807,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2008.0,114.0,1551511.0,7.3
4808,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2009.0,96.0,1566586.0,6.1
4809,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2010.0,99.0,1564692.0,6.3
4810,Oral Cavity and Pharynx,20010-20100,45-49,Female,Black or African American,2011.0,74.0,1542828.0,4.8
4811,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,1999.0,252.0,906658.0,27.8
4812,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2000.0,249.0,984860.0,25.3
4813,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2001.0,244.0,972054.0,25.1
4814,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2002.0,261.0,1053658.0,24.8
4815,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2003.0,288.0,1207562.0,23.8
4816,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2004.0,299.0,1277621.0,23.4
4817,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2005.0,252.0,1314179.0,19.2
4818,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2006.0,232.0,1345420.0,17.2
4819,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2007.0,229.0,1362438.0,16.8
4820,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2008.0,212.0,1377024.0,15.4
4821,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2009.0,235.0,1392439.0,16.9
4822,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2010.0,223.0,1393652.0,16.0
4823,Oral Cavity and Pharynx,20010-20100,45-49,Male,Black or African American,2011.0,212.0,1373346.0,15.4
4824,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,1999.0,82.0,827304.0,9.9
4825,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2000.0,100.0,920889.0,10.9
4826,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2001.0,105.0,930439.0,11.3
4827,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2002.0,106.0,1009684.0,10.5
4828,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2003.0,119.0,1150049.0,10.3
4829,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2004.0,130.0,1225243.0,10.6
4830,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2005.0,146.0,1263881.0,11.6
4831,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2006.0,127.0,1310132.0,9.7
4832,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2007.0,149.0,1364926.0,10.9
4833,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2008.0,144.0,1414223.0,10.2
4834,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2009.0,152.0,1455726.0,10.4
4835,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2010.0,166.0,1496837.0,11.1
4836,Oral Cavity and Pharynx,20010-20100,50-54,Female,Black or African American,2011.0,155.0,1509738.0,10.3
4837,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,1999.0,308.0,698385.0,44.1
4838,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2000.0,343.0,783856.0,43.8
4839,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2001.0,347.0,798918.0,43.4
4840,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2002.0,345.0,862617.0,40.0
4841,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2003.0,413.0,986026.0,41.9
4842,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2004.0,427.0,1053416.0,40.5
4843,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2005.0,367.0,1090846.0,33.6
4844,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2006.0,325.0,1135007.0,28.6
4845,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2007.0,370.0,1189011.0,31.1
4846,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2008.0,400.0,1238784.0,32.3
4847,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2009.0,363.0,1279770.0,28.4
4848,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2010.0,373.0,1319005.0,28.3
4849,Oral Cavity and Pharynx,20010-20100,50-54,Male,Black or African American,2011.0,354.0,1329551.0,26.6
4850,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,1999.0,117.0,624816.0,18.7
4851,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2000.0,95.0,672451.0,14.1
4852,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2001.0,79.0,655857.0,12.0
4853,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2002.0,105.0,731500.0,14.4
4854,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2003.0,104.0,851161.0,12.2
4855,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2004.0,115.0,934852.0,12.3
4856,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2005.0,129.0,1005724.0,12.8
4857,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2006.0,150.0,1080259.0,13.9
4858,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2007.0,128.0,1121442.0,11.4
4859,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2008.0,129.0,1162262.0,11.1
4860,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2009.0,148.0,1205624.0,12.3
4861,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2010.0,157.0,1247827.0,12.6
4862,Oral Cavity and Pharynx,20010-20100,55-59,Female,Black or African American,2011.0,183.0,1283690.0,14.3
4863,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,1999.0,334.0,509723.0,65.5
4864,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2000.0,342.0,550275.0,62.2
4865,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2001.0,294.0,540360.0,54.4
4866,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2002.0,342.0,605841.0,56.5
4867,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2003.0,394.0,711074.0,55.4
4868,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2004.0,422.0,783212.0,53.9
4869,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2005.0,414.0,846841.0,48.9
4870,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2006.0,447.0,910675.0,49.1
4871,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2007.0,437.0,943929.0,46.3
4872,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2008.0,470.0,979107.0,48.0
4873,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2009.0,443.0,1017966.0,43.5
4874,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2010.0,432.0,1057577.0,40.8
4875,Oral Cavity and Pharynx,20010-20100,55-59,Male,Black or African American,2011.0,437.0,1091030.0,40.1
4876,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,1999.0,100.0,516783.0,19.4
4877,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2000.0,82.0,551823.0,14.9
4878,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2001.0,96.0,534368.0,18.0
4879,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2002.0,90.0,573055.0,15.7
4880,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2003.0,111.0,656019.0,16.9
4881,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2004.0,110.0,697668.0,15.8
4882,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2005.0,94.0,717983.0,13.1
4883,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2006.0,112.0,743039.0,15.1
4884,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2007.0,111.0,793799.0,14.0
4885,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2008.0,105.0,842295.0,12.5
4886,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2009.0,134.0,903218.0,14.8
4887,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2010.0,127.0,973553.0,13.0
4888,Oral Cavity and Pharynx,20010-20100,60-64,Female,Black or African American,2011.0,142.0,1036812.0,13.7
4889,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,1999.0,310.0,406565.0,76.2
4890,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2000.0,305.0,437450.0,69.7
4891,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2001.0,274.0,423771.0,64.7
4892,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2002.0,291.0,454449.0,64.0
4893,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2003.0,341.0,520990.0,65.5
4894,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2004.0,339.0,555039.0,61.1
4895,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2005.0,363.0,573080.0,63.3
4896,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2006.0,312.0,595512.0,52.4
4897,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2007.0,370.0,640748.0,57.7
4898,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2008.0,409.0,684132.0,59.8
4899,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2009.0,418.0,735452.0,56.8
4900,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2010.0,413.0,796019.0,51.9
4901,Oral Cavity and Pharynx,20010-20100,60-64,Male,Black or African American,2011.0,443.0,845362.0,52.4
4902,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,1999.0,93.0,443965.0,20.9
4903,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2000.0,84.0,467926.0,18.0
4904,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2001.0,83.0,455789.0,18.2
4905,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2002.0,84.0,480296.0,17.5
4906,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2003.0,78.0,540631.0,14.4
4907,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2004.0,101.0,564536.0,17.9
4908,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2005.0,96.0,577297.0,16.6
4909,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2006.0,99.0,592001.0,16.7
4910,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2007.0,98.0,611113.0,16.0
4911,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2008.0,101.0,636882.0,15.9
4912,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2009.0,117.0,662149.0,17.7
4913,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2010.0,125.0,684060.0,18.3
4914,Oral Cavity and Pharynx,20010-20100,65-69,Female,Black or African American,2011.0,105.0,700942.0,15.0
4915,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,1999.0,189.0,330034.0,57.3
4916,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2000.0,238.0,346358.0,68.7
4917,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2001.0,238.0,339315.0,70.1
4918,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2002.0,227.0,360576.0,63.0
4919,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2003.0,284.0,407945.0,69.6
4920,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2004.0,274.0,427949.0,64.0
4921,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2005.0,247.0,439024.0,56.3
4922,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2006.0,267.0,450406.0,59.3
4923,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2007.0,322.0,464596.0,69.3
4924,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2008.0,298.0,485246.0,61.4
4925,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2009.0,301.0,505725.0,59.5
4926,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2010.0,319.0,524533.0,60.8
4927,Oral Cavity and Pharynx,20010-20100,65-69,Male,Black or African American,2011.0,344.0,539796.0,63.7
4928,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,1999.0,84.0,377156.0,22.3
4929,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2000.0,69.0,402014.0,17.2
4930,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2001.0,75.0,382755.0,19.6
4931,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2002.0,64.0,398022.0,16.1
4932,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2003.0,88.0,446670.0,19.7
4933,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2004.0,63.0,462599.0,13.6
4934,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2005.0,79.0,467996.0,16.9
4935,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2006.0,86.0,479835.0,17.9
4936,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2007.0,89.0,486725.0,18.3
4937,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2008.0,90.0,495256.0,18.2
4938,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2009.0,89.0,503540.0,17.7
4939,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2010.0,87.0,516215.0,16.9
4940,Oral Cavity and Pharynx,20010-20100,70-74,Female,Black or African American,2011.0,73.0,527357.0,13.8
4941,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,1999.0,158.0,251209.0,62.9
4942,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2000.0,166.0,268580.0,61.8
4943,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2001.0,171.0,257378.0,66.4
4944,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2002.0,178.0,270200.0,65.9
4945,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2003.0,182.0,305331.0,59.6
4946,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2004.0,183.0,318213.0,57.5
4947,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2005.0,185.0,325171.0,56.9
4948,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2006.0,192.0,335191.0,57.3
4949,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2007.0,214.0,342484.0,62.5
4950,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2008.0,214.0,350302.0,61.1
4951,Oral Cavity and Pharynx,20010-20100,70-74,Male,Black or African American,2009.0,192.0,358132.0,53.6
